sentence,response_time,predicted_stress,true_stress
i''m super stressed about money,2.0712203979492188,high_stress,high_stress
I have problem at work,2.065441608428955,moderate_stress,low_stress
i've gotten really behind on keeping dishes washed.,2.0546631813049316,low_stress,low_stress
worrying about my ddaughter getting into school,2.056948661804199,moderate_stress,low_stress
And i know that this is a regular problem for just about everyone.,2.0657732486724854,low_stress,low_stress
whether or not i put enough money in savings.,2.0687038898468018,low_stress,high_stress
My focus and concentration at work has just sucked lately.,2.052300453186035,low_stress,low_stress
Stress is happening and that isn't good.,2.073502779006958,low_stress,moderate_stress
I'm getting stressed out at work...,2.067600727081299,high_stress,high_stress
i don't let stress get to me.,2.0633065700531006,low_stress,low_stress
I am so worried about getting work done at work and I have all this other stuff that is.,2.0709710121154785,moderate_stress,moderate_stress
Heartbreak makes it really really difficult to do schoolwork.,2.06909441947937,moderate_stress,moderate_stress
"i am currently stressed about the holidays coming up, and making sure everyone is happy.",2.0646119117736816,low_stress,moderate_stress
Dealing with my Lupus flares,2.0692708492279053,moderate_stress,high_stress
it is stressful now a days i am going through the test reading all the time,2.060014009475708,high_stress,high_stress
"Then, I got a call that my friend Lou had lost his father to cancer.",2.069631338119507,high_stress,high_stress
The economy has been stressing me out lately.,2.073456287384033,moderate_stress,moderate_stress
"finding the time is just not easy, as i'm procrastinating on homework right now as it is.",2.0788729190826416,low_stress,moderate_stress
My biggest source of ire is just struggling to remember things.,2.070502996444702,low_stress,low_stress
i am concerned about my success in this life. it's needed for us all.,2.049935817718506,low_stress,low_stress
"My ass hurts, my arms hurt, and I have yet, another headache.",2.065566062927246,moderate_stress,high_stress
"In the meantime it's all been STRESS STRESS STRESS! Both due to the long trip, and yet MORE health problems with my grandma.",2.0699727535247803,high_stress,high_stress
my mom is pissing me off.,2.064441680908203,high_stress,moderate_stress
I have an exam tomorrow and I haven't studied.,2.0674591064453125,high_stress,moderate_stress
how is your heath cotion no,2.074322462081909,low_stress,low_stress
if you need someone to talk to i am here for you.,2.060222864151001,low_stress,low_stress
the thought of food made me feel sick. lately,2.0662670135498047,moderate_stress,moderate_stress
"I wont be here, and I wont hear the noise.",2.0762786865234375,moderate_stress,low_stress
Now I need to start studying for my finals.,2.0674703121185303,low_stress,low_stress
"Your Actual Problem Anxiety and restless dissatisfaction, either with circumstances or with unfulfilled emotional requirements, have produced tension and stress.",2.0623300075531006,moderate_stress,high_stress
i threw my husband that birthday party for a bunch of people.,2.071157455444336,high_stress,low_stress
"During the past few weeks his condition has worsened immensely, and he has spent several weeks in the hospital.",2.0730700492858887,high_stress,high_stress
Saddest Memory? seeing my grandmother crying when my great grandma passed away Most Embarassing Memory?,2.055400848388672,high_stress,low_stress
"Lately, I haven't been feeling good and have not been in the best of moods.",2.0565853118896484,high_stress,moderate_stress
i'm stressed about being able to graduate and find a job,2.0613794326782227,moderate_stress,high_stress
i'm stressed out thinking about work.,2.0667216777801514,moderate_stress,moderate_stress
hey! work has been stressing me out,2.0738871097564697,high_stress,moderate_stress
"right after work, I got all upset again.",2.0677454471588135,high_stress,low_stress
"it sucks because i'm pretty much busy all the time from now on, argh.",2.068281650543213,high_stress,high_stress
My body aches from lack of sleep and shitty bed.,2.0604448318481445,moderate_stress,low_stress
James I guess is trying to be a good friend but not doing a good job and is saying I will find from Gera but she isn't on.,2.062504768371582,moderate_stress,low_stress
"it seems like this year is goin by so slow, and i have a shit job, so that doesnt help.",2.070230484008789,high_stress,low_stress
I seem discontent with my life as a whole lately.,2.057020664215088,moderate_stress,low_stress
no one qualifying to give me a kidney,2.04445219039917,low_stress,high_stress
it stresses me out that i am the only person who works around here ever,2.05462646484375,moderate_stress,moderate_stress
"My classes are messed up entirely, and I'm not sure what is going to happen with my classes or me.",2.074756383895874,low_stress,moderate_stress
I am just soooooo worried about school.,2.0714573860168457,high_stress,moderate_stress
man am i spent they are craking the wip at work,2.069387197494507,moderate_stress,high_stress
the other day i messed something up at work and it sucked,2.063649892807007,high_stress,high_stress
His health isn't so great.,2.067871332168579,moderate_stress,low_stress
Buddy the dog is sick.,2.0549299716949463,low_stress,moderate_stress
"Right now, I'm just so stressed about preparations and nervous about how things will be when I get there.",2.0681533813476562,high_stress,high_stress
there is a coworker who is behaving rudely towards me at work.,2.072049379348755,low_stress,high_stress
who is tghis? i know no one who speaks this way?,2.068411350250244,low_stress,low_stress
i always find myself having to limit myself at times from doing so. and,2.068178415298462,moderate_stress,low_stress
"I already knew I had a hard time making good food choices when I'm lonely or depressed, like skipping meals or eating too much at one meal.",2.059417486190796,low_stress,low_stress
ive been sick this whole week.,2.054368019104004,low_stress,moderate_stress
Does the thought of marriage scare you?,2.0525479316711426,moderate_stress,low_stress
Recently I have been super stressed that I'm losing someone who is very special,2.0657105445861816,high_stress,high_stress
my back muscles now ache from the overuse.,2.0616257190704346,moderate_stress,moderate_stress
My mom is REALLY annoying me.,2.055011034011841,low_stress,low_stress
I think I'm gaining weight tho.,2.076098918914795,moderate_stress,low_stress
my job and not taking a vacation and being lonely,2.0674357414245605,moderate_stress,moderate_stress
School has been really hard on all of us this year and the stress was starting to get to me.,2.0566842555999756,high_stress,high_stress
I have a college orientation Wednesday and Thursday down at Kutztown.,2.067823648452759,low_stress,low_stress
my diet/fasting is stressing me at the moment.,2.060046434402466,high_stress,high_stress
"Not as much as my best friend was, and It pains me to say that.",2.072875499725342,low_stress,moderate_stress
I have a paper to write this weekend.,2.068491220474243,low_stress,low_stress
I lost money on Tesla today.,2.0703163146972656,high_stress,moderate_stress
It's noisy and my neighbours are obnoxious.,2.056715726852417,moderate_stress,low_stress
ughh things are just always so shitty and i want them to be better.,2.0675158500671387,moderate_stress,moderate_stress
totally mood off . make a plan to relax and lets relax together,2.058511257171631,low_stress,low_stress
"I am too keyed up an distractable, all the time, terrified about everything I haven't done that I should do.",2.0548455715179443,moderate_stress,moderate_stress
i'm stressed about my new job. expectations are higher and i'm playing catch up.,2.0698301792144775,high_stress,high_stress
My mom's in VA seeing my Aunt Lisa who is pretty sick.,2.0678529739379883,high_stress,moderate_stress
well uhm....prolly be broken up with cause its so hard for me to do it.,2.066580295562744,high_stress,low_stress
I need to release a lot of anger.,2.0624876022338867,high_stress,high_stress
i had a test which went really bad in a class that i don't have a very good grade in right now.,2.0698962211608887,low_stress,moderate_stress
oh my goodness where do i start? my teenagers have been stressing me out to the max,2.0707154273986816,moderate_stress,moderate_stress
"This stress puts stress on my relationship with other people, and I really hate it.",2.072835683822632,high_stress,moderate_stress
Their schedules lately had made it hard for them to get even this small amount of time together.,2.0555362701416016,low_stress,low_stress
My husband's new job doesn't have benefits and I need health insurance,2.0716207027435303,high_stress,high_stress
i've been really stressed about money and finances lately.,2.0576488971710205,high_stress,high_stress
I would use the letter listed on the bottom and type out the information to them.,2.060816526412964,low_stress,low_stress
I just ran in to an interesting arguments about what's going on in Iraq How things seem so out of control.,2.07192325592041,high_stress,low_stress
"My daddy didn't love us and left, so she had to work.",2.0678696632385254,high_stress,high_stress
I'm attending a dinner party tomorrow night and I'm completely stumped for what to give as a gift to the hostess.,2.069976806640625,low_stress,low_stress
I am SO sick of this past year for some reason.,2.0669641494750977,moderate_stress,high_stress
school is angering me lately.,2.0648586750030518,high_stress,low_stress
Today has been very taxing for me.,2.0668416023254395,high_stress,moderate_stress
i have been stressed for class work and work,2.055185556411743,high_stress,high_stress
This puts me two full weeks behind already and is a bit stressful.,2.0689406394958496,low_stress,moderate_stress
I just have horrible relationships with people lately.,2.070558547973633,moderate_stress,high_stress
It comes as no surprise that attendees will have a difficult decision to make every day.,2.062023639678955,moderate_stress,low_stress
"They have no holiday pay, 401k plans, medical, dental or anything.",2.06671404838562,low_stress,moderate_stress
then school is stressful.,2.0549356937408447,moderate_stress,low_stress
oh my gosh! i have been drowning in school work.,2.064401149749756,moderate_stress,moderate_stress
One of the things I was most worried about was losing friends,2.0665688514709473,moderate_stress,moderate_stress
maybe it was because i am still in lots of pain and couldn't get comfortable.,2.037480354309082,high_stress,high_stress
"i dont even know how i paid it, because i had no money. and funny thing.",2.07051420211792,high_stress,low_stress
I told him about the therapist visits and that I was still totally stressed about work.,2.0694632530212402,high_stress,low_stress
what hasn't? mostly a sick pet though. it hurts to see his pain.,2.0694611072540283,moderate_stress,moderate_stress
The amount my investments have fallen.,2.068040370941162,moderate_stress,high_stress
All this stress is wracking my brain and I don't know what to do.,2.0649254322052,high_stress,high_stress
I've taken up the difficult and tedious task of cleaning my room.,2.071690082550049,low_stress,low_stress
I've been feeling so overwhelmed and insecure lately that I wonder whether it isn't better to just start over.,2.0635604858398438,high_stress,high_stress
school was school..frustrating as usual.,2.0676965713500977,high_stress,low_stress
my baby has not been sleeping.,2.054906129837036,low_stress,moderate_stress
Work has been so exhausting for me lately.,2.0713579654693604,moderate_stress,high_stress
My fiancee is packing up his stuff to move out of the dorms.,2.0716230869293213,high_stress,low_stress
I'm so confused about what to do lately I hate being so stressed out and run down.,2.0663881301879883,moderate_stress,high_stress
"Is that allowed? I'm going to need all the hours just to get it to stick together properly, I can see that already.",2.068053722381592,low_stress,low_stress
recently our money situation is stressing us out. i feel we should downsize.,2.0586702823638916,high_stress,high_stress
work has been really exhausting lately.,2.070330858230591,moderate_stress,high_stress
"man i just realized since he cant be out past 8 that means he cant be at my grandmas with me on christmas, that BLOWS ASS.",2.066202402114868,low_stress,low_stress
"Alrighty, so I'm a hypochondriac and I've recently been very very scared for my health.",2.0664331912994385,low_stress,high_stress
i'm having trouble finding a place big enough for all of us.,2.0470645427703857,low_stress,moderate_stress
i feel very stressed i faced many problem i do't know how to handle it please help me de,2.076225996017456,high_stress,high_stress
"went to grocery for tgiving meal, and totally forgot turkey",2.072046995162964,moderate_stress,low_stress
remember to take your time to process the situation. perhaps it's not as bad as it seems,2.0559263229370117,low_stress,low_stress
ta going to jail,2.0411083698272705,high_stress,high_stress
"all this happens while I'm in school, which makes learning quite difficult.",2.0573363304138184,low_stress,moderate_stress
It's sad when they've run out of Christmas movies to show on TV a week before the big day.,2.0656309127807617,low_stress,low_stress
"i have very little money in my account, i can't make ends meet.",2.0548312664031982,moderate_stress,high_stress
"I've been very busy lately? I dunno, I just didn't feel like typing...",2.053725242614746,high_stress,low_stress
"ugh.  it's so slow at work, so i'm not making much money.",2.0674619674682617,moderate_stress,moderate_stress
my homework is getting turned in as incomplete a lot now. some of my recent test scores really suck. and my grades are suffering. not to mention,2.0626332759857178,moderate_stress,high_stress
i think my sleeping habits are wretched.,2.065830707550049,low_stress,low_stress
"I mean, I registered with the DSS and they planned out every hour of my weekend this past week, and it just doesn't work.",2.067857503890991,moderate_stress,moderate_stress
Friends don't let friends date each other.,2.072192430496216,low_stress,low_stress
today i suddenly facing a road accident.,2.0707125663757324,high_stress,high_stress
I'm getting more and more frustrated with the things in my life that are causing me stress.,2.0597071647644043,high_stress,high_stress
I've been very bad lately about leaving work early.,2.068084239959717,low_stress,moderate_stress
"I was supposed to go home this weekend, but due to my study group meeting this weekend and a lot of studying to do, I have to be in Austin.",2.0552186965942383,moderate_stress,low_stress
"Thinking some, and realized that Im gonna have a hard time working with my whole situation going on.",2.0704445838928223,low_stress,low_stress
I am stressing about my recovery from my surgery,2.074397563934326,moderate_stress,moderate_stress
Work is stressing me out.,2.0641424655914307,moderate_stress,moderate_stress
My schedule is all hard classes and I'm not sure how it's going to play out.,2.0656514167785645,low_stress,moderate_stress
The plates of food aren't nearly enough to make up for the fact that I have to deal with the family for a day.,2.064440965652466,low_stress,low_stress
I've been planning on cleaning but then stupid stuff like getting my car fixed happens and I'm never there.,2.0680272579193115,moderate_stress,low_stress
my girlfriend is concerned i am not earning enough to support our future family.,2.0588231086730957,high_stress,high_stress
"Basically, I need more money.",2.0721793174743652,low_stress,low_stress
I've been trying to figure out what to cook for dinner every night,2.0679030418395996,low_stress,low_stress
this morning was stressful my son wouldn't listen. he ended up being late to school eff!,2.050154685974121,moderate_stress,moderate_stress
"my dog has cancer, and i don't know how i'm going to afford his treatment.",2.0691580772399902,high_stress,high_stress
"The printer was down all day yesterday, members are mean and rude, like technical problems are your fault.",2.067941188812256,low_stress,low_stress
"I can't get my head round school work even though I don't have a vast amount, I just can't focus on it.",2.077742338180542,high_stress,high_stress
" i have to worry about college, and school starts tues.",2.0577659606933594,high_stress,moderate_stress
its making me stressed and that leads to my stomache hurting.,2.064915657043457,low_stress,low_stress
nothing really - just wanted to say hello,2.0712392330169678,low_stress,low_stress
"I think it's most because of stress from work, because, beleive it or not, my job IS stressful.",2.067941427230835,moderate_stress,moderate_stress
trying to get everyone where they need to be on time.,2.065614938735962,low_stress,low_stress
"so the bathroom on the 1st floor in balentine is really really cold, like when you take a shower the moist air freezes to the windows! on the inside!",2.069378137588501,low_stress,low_stress
"ugh, lately work has been pissing me off.  like, why does such a simple job have to suck",2.0641045570373535,moderate_stress,high_stress
I don't normally feel like this and am ashamed to admit I've spent the day mounting my little Una.,2.056889772415161,low_stress,low_stress
hey! right now financial aid is stressing me out,2.0644984245300293,high_stress,moderate_stress
i need to get my homework done but i don't have a lot of time,2.0524935722351074,low_stress,low_stress
I don't get paid until tomorrow and this ruins my life.,2.068842887878418,moderate_stress,high_stress
I had a clash of interest with some GCN people in the last day or two... and it sucks.,2.0673117637634277,low_stress,moderate_stress
"I have so much homework today, it's out of control.",2.0672192573547363,low_stress,low_stress
"honestly, everyday i get stress out.",2.0719118118286133,moderate_stress,moderate_stress
alright i need to finish my paper.,2.068615198135376,low_stress,low_stress
I've been stressed for the past four years living under Trump,2.070659637451172,moderate_stress,low_stress
So what if I'm starving yet nauseated by the sight of food and having irregular cycles?,2.072131872177124,moderate_stress,high_stress
i have a lot work pressure in recent days. need your advice to relax,2.073502779006958,moderate_stress,moderate_stress
"Well, I called dumbass three times over the weekend and he never returned my calls.",2.0750069618225098,moderate_stress,low_stress
"at the time i was very angry to with my friend and then , i am going to depression stage",2.0689029693603516,high_stress,high_stress
"I treat my mom SO badly, thats why I'm over there almost every weekend to visit her and make sure she's ok",2.0713610649108887,low_stress,high_stress
i would tell them about the situation.,2.0695323944091797,low_stress,low_stress
It's just that there's too much shit going on that I can't handle lately.,2.0683600902557373,moderate_stress,high_stress
"my daughter threw a major tantrum on monday night, screaming and crying",2.0693604946136475,moderate_stress,moderate_stress
"my life is still so fucked up right now, i dont know when i'll be going back.",2.070547342300415,high_stress,high_stress
"cut to part time, can't pay rent or bills, feel terrible",2.056875228881836,high_stress,high_stress
"i stress out about money, i wish i had more.",2.0544443130493164,low_stress,low_stress
It's a shame that I don't manage my money very well.,2.0727946758270264,high_stress,low_stress
scheduling is stressing me out more than normal this semester.,2.065218925476074,low_stress,low_stress
i feel awful cause i dont know what to do. spend time with my mom or with matt cook.,2.071303129196167,high_stress,moderate_stress
i'm under an unusual amount of stress here,2.054783344268799,high_stress,low_stress
My stepdad seems to have a problem with EVERYTHING I do these days.,2.0655786991119385,moderate_stress,moderate_stress
"hey, my supervisor was on me again today. i don't think she likes me.",2.0677971839904785,high_stress,high_stress
"this entry kinda sucked, but i'm tired, so i'm qoinq to bed.",2.070406913757324,low_stress,low_stress
I am so stressed that I lost my job.,2.055361747741699,moderate_stress,high_stress
School is just so stressful.,2.06691575050354,moderate_stress,moderate_stress
a lot on my to do list,2.074136972427368,moderate_stress,low_stress
work is killing me!,2.0658769607543945,high_stress,high_stress
I guess I've just been so busy lately. Yah... that and stressed.,2.0606114864349365,moderate_stress,high_stress
i'm really stressed about school and all the work that i have to do this week.,2.068004608154297,low_stress,moderate_stress
It's taken me almost 4 months of agonizing and relentless stress and fears to finally come to this decision.,2.054590940475464,high_stress,high_stress
being self employed for the new year is really stressing me out.,2.060746908187866,moderate_stress,high_stress
hi friend i had a problem a work and school ..shall we have lunch outside,2.0625951290130615,high_stress,low_stress
its been getting so stressful lately and i have all these essays and shit do i cant fucking do it,2.056976318359375,moderate_stress,high_stress
I have just been under alot of stress lately.,2.056084156036377,moderate_stress,high_stress
Too bad i don't have enough money to buy them.,2.055683135986328,moderate_stress,low_stress
o have a lot on my plate right now with work and school,2.0752365589141846,high_stress,low_stress
Just the usual work and family stuff,2.0658257007598877,low_stress,low_stress
I'm worried about my college courses. It's tough for me right now.,2.0696945190429688,high_stress,high_stress
I am so frustrated about Christmas this year.,2.0542638301849365,moderate_stress,low_stress
i'm stressed about work since we have a filing deadline next week.,2.0644710063934326,high_stress,low_stress
work is really getting to me,2.056152820587158,low_stress,low_stress
i had a mistake in implementing a new update to the system today morning,2.0710418224334717,low_stress,low_stress
it was spending to much time on computer and telephone.,2.0628702640533447,low_stress,low_stress
i couldnt finish it in time so i just didnt go to school.,2.0721282958984375,high_stress,moderate_stress
work always stresses me out; let's talk about it some more.,2.0622689723968506,moderate_stress,high_stress
i feel very bad please help me,2.064789056777954,low_stress,high_stress
I have waaay too many bills to pay and not nearly enough money to cover them.,2.068937063217163,high_stress,high_stress
"Trying to be a teacher, parent, and girl friend is stressful!",2.0587050914764404,high_stress,moderate_stress
"I'm especially conflicted at this point because I don't where to go with my life, especially job related.",2.06911563873291,high_stress,moderate_stress
i still haven't been able to overcome the stress of losing the relationship,2.0652594566345215,moderate_stress,moderate_stress
"Usually I wouldn't publicly post something like this, but I let my frustration get out of hand today and I said some things that I now regret.",2.0714495182037354,high_stress,low_stress
"Too intelligent to lay around the house all day, they become neurotic if left alone for long periods.",2.0716094970703125,moderate_stress,moderate_stress
"I accidentally upset one of my friends, and now she won't respond to any messages.",2.0672760009765625,high_stress,low_stress
my uncle died and i'm worried my aunt will get super depressed without him,2.0487451553344727,moderate_stress,high_stress
my daughter is spending way too much money and causing me financial stress.,2.065497875213623,high_stress,moderate_stress
I have had a tough time updating here lately.,2.0657708644866943,low_stress,low_stress
Aunt Cheryl and Pop's passing have been tough on me.,2.06478214263916,high_stress,high_stress
not knowing where i am going to live with a lease end approaching!,2.062133550643921,moderate_stress,high_stress
"I am sad, because my paid account expired, and I no longer have access to my friendsfriends page.",2.066675901412964,low_stress,low_stress
having a constant toothache,2.064878225326538,high_stress,moderate_stress
incredibly tired and i have to be alert until noon today,2.0668766498565674,high_stress,low_stress
I am so incredibly sick of school right now.,2.067723035812378,high_stress,low_stress
I'm really really in a conundrum about my job.,2.0708703994750977,moderate_stress,moderate_stress
"work has been really stressful lately. so much work, so little time",2.0666935443878174,moderate_stress,high_stress
i am very happy to your meeting that i am very happy,2.066955089569092,low_stress,low_stress
I have been stressed out about moving.,2.0672647953033447,moderate_stress,moderate_stress
work has been crazy!,2.0716652870178223,moderate_stress,low_stress
i have urgent some work unable come on time,2.065365791320801,moderate_stress,moderate_stress
i am stressing out about graduate school,2.0659496784210205,high_stress,moderate_stress
my back has been bothering me and i've decided to see a doctor.,2.0567665100097656,high_stress,low_stress
I think the holidays are just a stressful time in general.,2.066579818725586,low_stress,low_stress
all my midterms are in class this year so next week while midterms are going on all week i have no school.,2.0671420097351074,moderate_stress,low_stress
Recently you have been experiencing considerable mental anguish and turmoil.,2.066204786300659,low_stress,moderate_stress
My marriage is the pits. So abusive but I don't have a way to get out,2.0689492225646973,high_stress,high_stress
finding a hard time covering my expenses and bills,2.07094669342041,high_stress,high_stress
"On a shit spot, i have a test in that class on thurs and i didn't know.",2.0665764808654785,moderate_stress,moderate_stress
i've had a lot of work lately and i don't have any time to get everything done.,2.051161766052246,low_stress,high_stress
the fact that i am tired all the time and they don't know why.,2.0665440559387207,moderate_stress,high_stress
I feel bad for my mom cuz of all she has to deal with right now.,2.0673553943634033,moderate_stress,low_stress
"these people that i work with piss me off so much. """,2.0628292560577393,low_stress,moderate_stress
I also just don't have enough money to pay someone to design a site for me.,2.068889856338501,low_stress,low_stress
so now i am broke broke broke much?,2.0711402893066406,moderate_stress,moderate_stress
I couldn't REALLY afford to have a 2 week gap in pay between jobs.,2.0605809688568115,low_stress,high_stress
knowing what to do this weekend,2.0554075241088867,low_stress,low_stress
"I hate my job, I don't have time to date, I don't have time to exercise, and when I do I'm way too tired from work.",2.061768054962158,low_stress,high_stress
i had a stress in deciding a meal. give me some suggestions.,2.0663902759552,low_stress,low_stress
right now its trying to fall back into the pattern of school and actually doing my homework.,2.0667428970336914,moderate_stress,low_stress
"I am in the last stretch of my professional school career, and things a rough!",2.050823450088501,moderate_stress,high_stress
i can't get my child to study.,2.071521759033203,low_stress,moderate_stress
i'm 6 months pregnant working a very tiring job.,2.0555453300476074,moderate_stress,high_stress
recently i have been stressed about finding a job that values me as an individual.,2.068265676498413,moderate_stress,low_stress
It is so fucking annoying when your boyfriend guesses what you're giving him for Christmas.,2.065748929977417,low_stress,low_stress
These kids drive me crazy and I need to get to the store,2.0678341388702393,moderate_stress,moderate_stress
A lot of shit has happened to me since. I still haven't gotten my car fixed.,2.0662903785705566,low_stress,moderate_stress
i just feel miserable and my parents are driving me crazy.,2.0676209926605225,low_stress,moderate_stress
i've been having a hard time focusing at work lately so i haven't been succeeding,2.0689756870269775,moderate_stress,moderate_stress
work and school have been insane lately,2.069331407546997,high_stress,moderate_stress
"Problem is, I couldn't afford the rent right now.",2.0672333240509033,high_stress,high_stress
"Today, I am faced with the daunting task of cleaning, sanding, and priming the master bedroom.",2.057927131652832,low_stress,low_stress
"it costs a lot of money to travel, but i feel like my parents don't do it enough.",2.074354410171509,low_stress,low_stress
The riot and vandalism on our street last Sunday night.,2.0708465576171875,moderate_stress,moderate_stress
"Tony's cooking tonight, and he has absolutely no sense of taste.",2.073040723800659,low_stress,low_stress
i've been stressed about applying for my house loan.,2.0739588737487793,moderate_stress,moderate_stress
work projects and timelines,2.0583057403564453,low_stress,low_stress
I have no work and the bills are piling up,2.069390296936035,high_stress,high_stress
"BAYSIDE Bayside Drummer John Holohan Killed in Tragic Highway Accident, Memorial Fund Established There has been a tragic loss.",2.076239585876465,high_stress,high_stress
some drama in my wife's family,2.052541971206665,high_stress,low_stress
One issue that's pissing me off is the fact that I'm losing a good friend because his girlfriend absolutely hates me.,2.072335958480835,low_stress,high_stress
i feel bad for my mom i keep putting her through shit.,2.070432424545288,moderate_stress,low_stress
I just don't know what's up with me lately... I'm so torn from day to day.,2.0690383911132812,low_stress,moderate_stress
work has been stressful.very political always watching my back.always have my guard up.,2.0728719234466553,moderate_stress,high_stress
Like the people that mean most to you are unhappy with you? I've felt it alot lately and I'm not sure what I did to make them feel that way.,2.0637600421905518,moderate_stress,low_stress
So I definately got in a fight with my Dad.,2.0634138584136963,moderate_stress,moderate_stress
i have been stressed about finances.,2.0675559043884277,high_stress,high_stress
"sorry to here about your problem at work, just try to get to the end of the day",2.0688679218292236,moderate_stress,low_stress
let's do lunch and i'll give you the scoop.,2.071378231048584,low_stress,low_stress
i recently made a large purchase and have found myself financially unstable.,2.068112373352051,moderate_stress,moderate_stress
i have a new boss and she is not very approachable.,2.067193031311035,moderate_stress,low_stress
"i was so frustrated.then after my cousin, aunt, and casey left me and mom got into a fight.. she was yelling.. cause i blamed ashlie on her.",2.052001476287842,moderate_stress,high_stress
i'm worried about not having a job and not having savings.,2.067502975463867,high_stress,high_stress
i hate my job,2.0690414905548096,low_stress,high_stress
not much some i'm on vacation,2.0658600330352783,low_stress,low_stress
"Balancing school and work online, and maintaining a healty diet",2.0682122707366943,high_stress,moderate_stress
"i work 60 plus hour weeks, i'm stressed beyond belief.",2.0699355602264404,low_stress,high_stress
That's probably one of the reasons I had so much trouble sleeping last night.,2.0465779304504395,moderate_stress,moderate_stress
"Its been on my mind a lot today, the suspense is killing me.",2.064594268798828,low_stress,moderate_stress
a group project at my job,2.067117929458618,low_stress,low_stress
My dad's brother suffers from weight related diabetes and heart condition.,2.0661509037017822,high_stress,moderate_stress
I'm worried about finding a new place to live.,2.0691604614257812,moderate_stress,high_stress
my husband left me i lost my job and can't see my catcher so that has been stressing me.,2.0671603679656982,high_stress,high_stress
I'm tired of worrying about school.,2.0665283203125,low_stress,low_stress
the treat of martial law.,2.068176746368408,moderate_stress,low_stress
SCHOOL IS ABSOLUTELY KILLING ME,2.0585732460021973,high_stress,high_stress
i think i have once again run out of things to say for the day.,2.0650641918182373,moderate_stress,low_stress
"I missed my number again last week, so now it's suspension for three days without pay.",2.0687522888183594,moderate_stress,high_stress
my marriage has been stressing me out,2.0543160438537598,moderate_stress,high_stress
come dinner i was really hungry cuz i didnt eat any lunch.,2.07147216796875,low_stress,low_stress
I got too much shit on my mind and none of the usual way to relieve the stress is working.,2.0663115978240967,high_stress,high_stress
