sentence,response_time,predicted_stress,true_stress
this morning was stressful my son wouldn't listen. he ended up being late to school eff!,2.050686836242676,high_stress,moderate_stress
"my dog has cancer, and i don't know how i'm going to afford his treatment.",2.0533223152160645,high_stress,high_stress
"The printer was down all day yesterday, members are mean and rude, like technical problems are your fault.",2.0511105060577393,high_stress,moderate_stress
"I can't get my head round school work even though I don't have a vast amount, I just can't focus on it.",2.037898540496826,moderate_stress,moderate_stress
" i have to worry about college, and school starts tues.",2.047750949859619,moderate_stress,moderate_stress
its making me stressed and that leads to my stomache hurting.,2.0461080074310303,high_stress,moderate_stress
nothing really - just wanted to say hello,2.052335500717163,moderate_stress,low_stress
"I think it's most because of stress from work, because, beleive it or not, my job IS stressful.",2.060499906539917,high_stress,moderate_stress
trying to get everyone where they need to be on time.,2.0510523319244385,moderate_stress,moderate_stress
"so the bathroom on the 1st floor in balentine is really really cold, like when you take a shower the moist air freezes to the windows! on the inside!",2.041090250015259,low_stress,low_stress
"ugh, lately work has been pissing me off.  like, why does such a simple job have to suck",2.0496766567230225,high_stress,moderate_stress
I don't normally feel like this and am ashamed to admit I've spent the day mounting my little Una.,2.0623292922973633,high_stress,moderate_stress
hey! right now financial aid is stressing me out,2.0472822189331055,moderate_stress,moderate_stress
i need to get my homework done but i don't have a lot of time,2.050034284591675,moderate_stress,moderate_stress
I don't get paid until tomorrow and this ruins my life.,2.0557918548583984,high_stress,high_stress
I had a clash of interest with some GCN people in the last day or two... and it sucks.,2.05149245262146,moderate_stress,moderate_stress
"I have so much homework today, it's out of control.",2.0574138164520264,moderate_stress,moderate_stress
"honestly, everyday i get stress out.",2.057628631591797,moderate_stress,moderate_stress
alright i need to finish my paper.,2.047332286834717,moderate_stress,low_stress
I've been stressed for the past four years living under Trump,2.035871744155884,moderate_stress,low_stress
So what if I'm starving yet nauseated by the sight of food and having irregular cycles?,2.0505857467651367,moderate_stress,moderate_stress
i have a lot work pressure in recent days. need your advice to relax,2.0518648624420166,moderate_stress,moderate_stress
"Well, I called dumbass three times over the weekend and he never returned my calls.",2.050738573074341,moderate_stress,low_stress
"at the time i was very angry to with my friend and then , i am going to depression stage",2.051450729370117,high_stress,moderate_stress
"I treat my mom SO badly, thats why I'm over there almost every weekend to visit her and make sure she's ok",2.0434038639068604,moderate_stress,moderate_stress
i would tell them about the situation.,2.0483057498931885,moderate_stress,low_stress
It's just that there's too much shit going on that I can't handle lately.,2.047553062438965,high_stress,moderate_stress
"my daughter threw a major tantrum on monday night, screaming and crying",2.044419288635254,high_stress,moderate_stress
"my life is still so fucked up right now, i dont know when i'll be going back.",2.04498553276062,high_stress,moderate_stress
"cut to part time, can't pay rent or bills, feel terrible",2.0461788177490234,high_stress,high_stress
"i stress out about money, i wish i had more.",2.036076784133911,moderate_stress,moderate_stress
It's a shame that I don't manage my money very well.,2.051837682723999,high_stress,moderate_stress
scheduling is stressing me out more than normal this semester.,2.051736831665039,moderate_stress,moderate_stress
i feel awful cause i dont know what to do. spend time with my mom or with matt cook.,2.053396224975586,moderate_stress,moderate_stress
i'm under an unusual amount of stress here,2.0443906784057617,moderate_stress,moderate_stress
My stepdad seems to have a problem with EVERYTHING I do these days.,2.0485177040100098,moderate_stress,moderate_stress
"hey, my supervisor was on me again today. i don't think she likes me.",2.053593635559082,moderate_stress,moderate_stress
"this entry kinda sucked, but i'm tired, so i'm qoinq to bed.",2.041214942932129,high_stress,low_stress
I am so stressed that I lost my job.,2.030822277069092,high_stress,moderate_stress
School is just so stressful.,2.041858434677124,high_stress,moderate_stress
a lot on my to do list,2.040182113647461,moderate_stress,low_stress
work is killing me!,2.0521316528320312,high_stress,moderate_stress
I guess I've just been so busy lately. Yah... that and stressed.,2.0383474826812744,moderate_stress,moderate_stress
i'm really stressed about school and all the work that i have to do this week.,2.0507001876831055,moderate_stress,moderate_stress
It's taken me almost 4 months of agonizing and relentless stress and fears to finally come to this decision.,2.0472371578216553,high_stress,moderate_stress
being self employed for the new year is really stressing me out.,2.0372066497802734,moderate_stress,moderate_stress
hi friend i had a problem a work and school ..shall we have lunch outside,2.049941301345825,moderate_stress,moderate_stress
its been getting so stressful lately and i have all these essays and shit do i cant fucking do it,2.049985408782959,high_stress,moderate_stress
I have just been under alot of stress lately.,2.046912431716919,moderate_stress,moderate_stress
Too bad i don't have enough money to buy them.,2.0455996990203857,high_stress,low_stress
o have a lot on my plate right now with work and school,2.0512750148773193,moderate_stress,moderate_stress
Just the usual work and family stuff,2.053725481033325,moderate_stress,moderate_stress
I'm worried about my college courses. It's tough for me right now.,2.0485479831695557,moderate_stress,moderate_stress
I am so frustrated about Christmas this year.,2.0568604469299316,high_stress,low_stress
i'm stressed about work since we have a filing deadline next week.,2.037672996520996,moderate_stress,moderate_stress
work is really getting to me,2.037965774536133,moderate_stress,moderate_stress
i had a mistake in implementing a new update to the system today morning,2.049983501434326,moderate_stress,low_stress
it was spending to much time on computer and telephone.,2.0448954105377197,moderate_stress,low_stress
i couldnt finish it in time so i just didnt go to school.,2.048027992248535,moderate_stress,moderate_stress
work always stresses me out; let's talk about it some more.,2.0436716079711914,moderate_stress,moderate_stress
i feel very bad please help me,2.054734945297241,moderate_stress,moderate_stress
I have waaay too many bills to pay and not nearly enough money to cover them.,2.049020290374756,moderate_stress,moderate_stress
"Trying to be a teacher, parent, and girl friend is stressful!",2.048407554626465,moderate_stress,moderate_stress
"I'm especially conflicted at this point because I don't where to go with my life, especially job related.",2.050737142562866,moderate_stress,moderate_stress
i still haven't been able to overcome the stress of losing the relationship,2.0506949424743652,moderate_stress,moderate_stress
"Usually I wouldn't publicly post something like this, but I let my frustration get out of hand today and I said some things that I now regret.",2.0451784133911133,moderate_stress,moderate_stress
"Too intelligent to lay around the house all day, they become neurotic if left alone for long periods.",2.0332388877868652,moderate_stress,moderate_stress
"I accidentally upset one of my friends, and now she won't respond to any messages.",2.0542244911193848,moderate_stress,moderate_stress
my uncle died and i'm worried my aunt will get super depressed without him,2.0503602027893066,high_stress,moderate_stress
my daughter is spending way too much money and causing me financial stress.,2.0425193309783936,moderate_stress,moderate_stress
I have had a tough time updating here lately.,2.0491738319396973,moderate_stress,moderate_stress
Aunt Cheryl and Pop's passing have been tough on me.,2.0540008544921875,moderate_stress,moderate_stress
not knowing where i am going to live with a lease end approaching!,2.0559284687042236,moderate_stress,moderate_stress
"I am sad, because my paid account expired, and I no longer have access to my friendsfriends page.",2.049484968185425,moderate_stress,low_stress
having a constant toothache,2.0354132652282715,moderate_stress,moderate_stress
incredibly tired and i have to be alert until noon today,2.0536632537841797,moderate_stress,moderate_stress
I am so incredibly sick of school right now.,2.0393927097320557,high_stress,moderate_stress
I'm really really in a conundrum about my job.,2.0475821495056152,moderate_stress,moderate_stress
"work has been really stressful lately. so much work, so little time",2.047032594680786,high_stress,moderate_stress
i am very happy to your meeting that i am very happy,2.0479836463928223,low_stress,low_stress
I have been stressed out about moving.,2.052398920059204,moderate_stress,moderate_stress
work has been crazy!,2.0520591735839844,moderate_stress,low_stress
i have urgent some work unable come on time,2.051712989807129,moderate_stress,moderate_stress
i am stressing out about graduate school,2.036914825439453,moderate_stress,moderate_stress
my back has been bothering me and i've decided to see a doctor.,2.0310423374176025,moderate_stress,moderate_stress
I think the holidays are just a stressful time in general.,2.050914764404297,moderate_stress,low_stress
all my midterms are in class this year so next week while midterms are going on all week i have no school.,2.0486857891082764,moderate_stress,low_stress
Recently you have been experiencing considerable mental anguish and turmoil.,2.0485527515411377,high_stress,moderate_stress
My marriage is the pits. So abusive but I don't have a way to get out,2.041914701461792,high_stress,high_stress
finding a hard time covering my expenses and bills,2.0536768436431885,moderate_stress,moderate_stress
"On a shit spot, i have a test in that class on thurs and i didn't know.",2.0434465408325195,high_stress,moderate_stress
i've had a lot of work lately and i don't have any time to get everything done.,2.0425772666931152,moderate_stress,moderate_stress
the fact that i am tired all the time and they don't know why.,2.056760549545288,moderate_stress,moderate_stress
I feel bad for my mom cuz of all she has to deal with right now.,2.036782741546631,high_stress,moderate_stress
"these people that i work with piss me off so much. """,2.0388448238372803,moderate_stress,moderate_stress
I also just don't have enough money to pay someone to design a site for me.,2.0408859252929688,moderate_stress,moderate_stress
so now i am broke broke broke much?,2.0500097274780273,high_stress,moderate_stress
I couldn't REALLY afford to have a 2 week gap in pay between jobs.,2.034996271133423,moderate_stress,moderate_stress
knowing what to do this weekend,2.0545547008514404,moderate_stress,low_stress
"I hate my job, I don't have time to date, I don't have time to exercise, and when I do I'm way too tired from work.",2.045626163482666,high_stress,moderate_stress
i had a stress in deciding a meal. give me some suggestions.,2.0470612049102783,moderate_stress,low_stress
right now its trying to fall back into the pattern of school and actually doing my homework.,2.0365052223205566,moderate_stress,low_stress
"I am in the last stretch of my professional school career, and things a rough!",2.049363851547241,moderate_stress,moderate_stress
i can't get my child to study.,2.053093910217285,moderate_stress,moderate_stress
i'm 6 months pregnant working a very tiring job.,2.055328369140625,moderate_stress,moderate_stress
recently i have been stressed about finding a job that values me as an individual.,2.0495007038116455,moderate_stress,moderate_stress
It is so fucking annoying when your boyfriend guesses what you're giving him for Christmas.,2.0406599044799805,moderate_stress,low_stress
These kids drive me crazy and I need to get to the store,2.0377392768859863,moderate_stress,moderate_stress
A lot of shit has happened to me since. I still haven't gotten my car fixed.,2.0397138595581055,high_stress,moderate_stress
i just feel miserable and my parents are driving me crazy.,2.056774616241455,high_stress,moderate_stress
i've been having a hard time focusing at work lately so i haven't been succeeding,2.0503990650177,moderate_stress,moderate_stress
work and school have been insane lately,2.0543057918548584,moderate_stress,moderate_stress
"Problem is, I couldn't afford the rent right now.",2.0477070808410645,moderate_stress,moderate_stress
"Today, I am faced with the daunting task of cleaning, sanding, and priming the master bedroom.",2.041853189468384,moderate_stress,low_stress
"it costs a lot of money to travel, but i feel like my parents don't do it enough.",2.0502161979675293,moderate_stress,moderate_stress
The riot and vandalism on our street last Sunday night.,2.0507991313934326,high_stress,moderate_stress
"Tony's cooking tonight, and he has absolutely no sense of taste.",2.035680055618286,moderate_stress,low_stress
i've been stressed about applying for my house loan.,2.0505259037017822,moderate_stress,moderate_stress
work projects and timelines,2.0375494956970215,moderate_stress,low_stress
I have no work and the bills are piling up,2.0499234199523926,moderate_stress,high_stress
"BAYSIDE Bayside Drummer John Holohan Killed in Tragic Highway Accident, Memorial Fund Established There has been a tragic loss.",2.0497848987579346,high_stress,moderate_stress
some drama in my wife's family,2.053537368774414,moderate_stress,moderate_stress
One issue that's pissing me off is the fact that I'm losing a good friend because his girlfriend absolutely hates me.,2.0487754344940186,moderate_stress,moderate_stress
i feel bad for my mom i keep putting her through shit.,2.042117118835449,high_stress,moderate_stress
I just don't know what's up with me lately... I'm so torn from day to day.,2.041635036468506,moderate_stress,moderate_stress
work has been stressful.very political always watching my back.always have my guard up.,2.0392580032348633,moderate_stress,moderate_stress
Like the people that mean most to you are unhappy with you? I've felt it alot lately and I'm not sure what I did to make them feel that way.,2.0509836673736572,moderate_stress,moderate_stress
So I definately got in a fight with my Dad.,2.0515458583831787,moderate_stress,moderate_stress
i have been stressed about finances.,2.037694215774536,moderate_stress,moderate_stress
"sorry to here about your problem at work, just try to get to the end of the day",2.0518856048583984,moderate_stress,low_stress
let's do lunch and i'll give you the scoop.,2.0410830974578857,moderate_stress,low_stress
i recently made a large purchase and have found myself financially unstable.,2.0467066764831543,moderate_stress,moderate_stress
i have a new boss and she is not very approachable.,2.0564322471618652,moderate_stress,moderate_stress
"i was so frustrated.then after my cousin, aunt, and casey left me and mom got into a fight.. she was yelling.. cause i blamed ashlie on her.",2.0517282485961914,high_stress,moderate_stress
i'm worried about not having a job and not having savings.,2.0511157512664795,moderate_stress,moderate_stress
i hate my job,2.052535057067871,high_stress,moderate_stress
not much some i'm on vacation,2.052734613418579,moderate_stress,low_stress
"Balancing school and work online, and maintaining a healty diet",2.0574567317962646,moderate_stress,moderate_stress
"i work 60 plus hour weeks, i'm stressed beyond belief.",2.0391013622283936,moderate_stress,high_stress
That's probably one of the reasons I had so much trouble sleeping last night.,2.0506250858306885,moderate_stress,moderate_stress
